"","Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Value","CV...."
"1082","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","71",NA
"1083","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","19",NA
"1084","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","18",NA
"1085","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","17",NA
"1086","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","55",NA
"1087","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","11",NA
"1088","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","30",NA
"1089","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","29",NA
"1090","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","62",NA
"1091","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","12",NA
"1092","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","238",NA
"1093","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","130",NA
"1094","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","85",NA
"1095","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","453",NA
"1096","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","6",NA
"1097","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","30",NA
"1098","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","4",NA
"1099","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","11",NA
"1100","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","1",NA
"1101","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","3",NA
"1102","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","5",NA
"1103","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","1",NA
"1104","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","4",NA
"1105","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","47",NA
"1106","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","11",NA
"1107","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","7",NA
"1108","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","65",NA
"1109","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","21",NA
"1110","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","27",NA
"1111","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","54",NA
"1112","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","12",NA
"1113","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","9",NA
"1114","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","5",NA
"1115","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","27",NA
"1116","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","7",NA
"1117","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","21",NA
"1118","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","11",NA
"1119","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","14",NA
"1120","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","15",NA
"1121","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","162",NA
"1122","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","46",NA
"1123","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","15",NA
"1124","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","223",NA
"1125","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","29",NA
"1126","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","5",NA
"1127","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","9",NA
"1128","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","2",NA
"1129","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","4",NA
"1130","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","3",NA
"1131","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","15",NA
"1132","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","1",NA
"1133","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","17",NA
"1134","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","5",NA
"1135","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","9",NA
"1136","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","3",NA
"1137","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","52",NA
"1138","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","35",NA
"1139","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","15",NA
"1140","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","102",NA
"1141","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","83",NA
"1142","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","133",NA
"1143","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","143",NA
"1144","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","33",NA
"1145","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","41",NA
"1146","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","24",NA
"1147","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","81",NA
"1148","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","15",NA
"1149","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","80",NA
"1150","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","22",NA
"1151","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","96",NA
"1152","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","46",NA
"1153","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","457",NA
"1154","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","241",NA
"1155","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","99",NA
"1156","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","797",NA
"1157","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","24",NA
"1158","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","147",NA
"1159","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","225",NA
"1160","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","49",NA
"1161","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","30",NA
"1162","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","25",NA
"1163","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","20",NA
"1164","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","16",NA
"1165","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","78",NA
"1166","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","41",NA
"1167","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","45",NA
"1168","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","49",NA
"1169","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","537",NA
"1170","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","126",NA
"1171","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","86",NA
"1172","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","749",NA
"1173","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"JEROME",53,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","33",NA
"1174","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"JEROME",53,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","154",NA
"1175","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"JEROME",53,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","200",NA
"1176","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"JEROME",53,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","31",NA
"1177","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"JEROME",53,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","40",NA
